chapter,chapter_description,block,block_description,code,code_description
I,Certain infectious and parasitic diseases,A30-A49,Other bacterial diseases,A49.3,"Mycoplasma infection, unspecified site"
I,Certain infectious and parasitic diseases,A30-A49,Other bacterial diseases,A49.8,Other bacterial infections of unspecified site
I,Certain infectious and parasitic diseases,A30-A49,Other bacterial diseases,A49.9,"Bacterial infection, unspecified"
I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A50,Congenital syphilis
I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A50.0,"Early congenital syphilis, symptomatic"
I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A50.1,"Early congenital syphilis, latent"
I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A50.2,"Early congenital syphilis, unspecified"
I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A50.3,Late congenital syphilitic oculopathy
I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A50.4,Late congenital neurosyphilis [juvenile neurosyphilis]
I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A50.5,"Other late congenital syphilis, symptomatic"
I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A50.6,"Late congenital syphilis, latent"
I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A50.7,"Late congenital syphilis, unspecified"
I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A50.9,"Congenital syphilis, unspecified"
I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A51,Early syphilis
I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A51.0,Primary genital syphilis
I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A51.1,Primary anal syphilis
I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A51.2,Primary syphilis of other sites
I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A51.3,Secondary syphilis of skin and mucous membranes
I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A51.4,Other secondary syphilis
I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A51.5,"Early syphilis, latent"
I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A51.9,"Early syphilis, unspecified"
I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A52,Late syphilis
I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A52.0,Cardiovascular syphilis
I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A52.1,Symptomatic neurosyphilis
I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A52.2,Asymptomatic neurosyphilis
I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A52.3,"Neurosyphilis, unspecified"
I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A52.7,Other symptomatic late syphilis
I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A52.8,"Late syphilis, latent"
I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A52.9,"Late syphilis, unspecified"
I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A53,Other and unspecified syphilis
I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A53.0,"Latent syphilis, unspecified as early or late"
I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A53.9,"Syphilis, unspecified"
I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A54,Gonococcal infection
I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A54.0,Gonococcal infection of lower genitourinary tract without periurethral or accessory gland abscess
I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A54.1,Gonococcal infection of lower genitourinary tract with periurethral and accessory gland abscess
I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A54.2,Gonococcal pelviperitonitis and other gonococcal genitourinary infections
I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A54.3,Gonococcal infection of eye
I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A54.4,Gonococcal infection of musculoskeletal system
I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A54.5,Gonococcal pharyngitis
I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A54.6,Gonococcal infection of anus and rectum
I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A54.8,Other gonococcal infections
I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A54.9,"Gonococcal infection, unspecified"
I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A55,Chlamydial lymphogranuloma (venereum)
I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A56,Other sexually transmitted chlamydial diseases
I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A56.0,Chlamydial infection of lower genitourinary tract
I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A56.1,Chlamydial infection of pelviperitoneum and other genitourinary organs
I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A56.2,"Chlamydial infection of genitourinary tract, unspecified"
I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A56.3,Chlamydial infection of anus and rectum
I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A56.4,Chlamydial infection of pharynx
I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A56.8,Sexually transmitted chlamydial infection of other sites
I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A57,Chancroid
I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A58,Granuloma inguinale
I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A59,Trichomoniasis
I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A59.0,Urogenital trichomoniasis
I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A59.8,Trichomoniasis of other sites
I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A59.9,"Trichomoniasis, unspecified"
I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A60,Anogenital herpesviral [herpes simplex] infection
I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A60.0,Herpesviral infection of genitalia and urogenital tract
I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A60.1,Herpesviral infection of perianal skin and rectum
I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A60.9,"Anogenital herpesviral infection, unspecified"
I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A63,"Other predominantly sexually transmitted diseases, not elsewhere classified"
I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A63.0,Anogenital (venereal) warts
I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A63.8,Other specified predominantly sexually transmitted diseases
I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A64,Unspecified sexually transmitted disease
I,Certain infectious and parasitic diseases,A65-A69,Other spirochaetal diseases,A65,Nonvenereal syphilis
I,Certain infectious and parasitic diseases,A65-A69,Other spirochaetal diseases,A66,Yaws
I,Certain infectious and parasitic diseases,A65-A69,Other spirochaetal diseases,A66.0,Initial lesions of yaws
I,Certain infectious and parasitic diseases,A65-A69,Other spirochaetal diseases,A66.1,Multiple papillomata and wet crab yaws
I,Certain infectious and parasitic diseases,A65-A69,Other spirochaetal diseases,A66.2,Other early skin lesions of yaws
I,Certain infectious and parasitic diseases,A65-A69,Other spirochaetal diseases,A66.3,Hyperkeratosis of yaws
I,Certain infectious and parasitic diseases,A65-A69,Other spirochaetal diseases,A66.4,Gummata and ulcers of yaws
I,Certain infectious and parasitic diseases,A65-A69,Other spirochaetal diseases,A66.5,Gangosa
I,Certain infectious and parasitic diseases,A65-A69,Other spirochaetal diseases,A66.6,Bone and joint lesions of yaws
I,Certain infectious and parasitic diseases,A65-A69,Other spirochaetal diseases,A66.7,Other manifestations of yaws
I,Certain infectious and parasitic diseases,A65-A69,Other spirochaetal diseases,A66.8,Latent yaws
I,Certain infectious and parasitic diseases,A65-A69,Other spirochaetal diseases,A66.9,"Yaws, unspecified"
I,Certain infectious and parasitic diseases,A65-A69,Other spirochaetal diseases,A67,Pinta [carate]
I,Certain infectious and parasitic diseases,A65-A69,Other spirochaetal diseases,A67.0,Primary lesions of pinta
I,Certain infectious and parasitic diseases,A65-A69,Other spirochaetal diseases,A67.1,Intermediate lesions of pinta
I,Certain infectious and parasitic diseases,A65-A69,Other spirochaetal diseases,A67.2,Late lesions of pinta
I,Certain infectious and parasitic diseases,A65-A69,Other spirochaetal diseases,A67.3,Mixed lesions of pinta
I,Certain infectious and parasitic diseases,A65-A69,Other spirochaetal diseases,A67.9,"Pinta, unspecified"
I,Certain infectious and parasitic diseases,A65-A69,Other spirochaetal diseases,A68,Relapsing fevers
I,Certain infectious and parasitic diseases,A65-A69,Other spirochaetal diseases,A68.0,Louse-borne relapsing fever
I,Certain infectious and parasitic diseases,A65-A69,Other spirochaetal diseases,A68.1,Tick-borne relapsing fever
I,Certain infectious and parasitic diseases,A65-A69,Other spirochaetal diseases,A68.9,"Relapsing fever, unspecified"
I,Certain infectious and parasitic diseases,A65-A69,Other spirochaetal diseases,A69,Other spirochaetal infections
I,Certain infectious and parasitic diseases,A65-A69,Other spirochaetal diseases,A69.0,Necrotizing ulcerative stomatitis
I,Certain infectious and parasitic diseases,A65-A69,Other spirochaetal diseases,A69.1,Other Vincent infections
I,Certain infectious and parasitic diseases,A65-A69,Other spirochaetal diseases,A69.2,Lyme disease
I,Certain infectious and parasitic diseases,A65-A69,Other spirochaetal diseases,A69.8,Other specified spirochaetal infections
I,Certain infectious and parasitic diseases,A65-A69,Other spirochaetal diseases,A69.9,"Spirochaetal infection, unspecified"
I,Certain infectious and parasitic diseases,A70-A74,Other diseases caused by chlamydiae,A70,Chlamydia psittaci infection
I,Certain infectious and parasitic diseases,A70-A74,Other diseases caused by chlamydiae,A71,Trachoma
I,Certain infectious and parasitic diseases,A70-A74,Other diseases caused by chlamydiae,A71.0,Initial stage of trachoma
I,Certain infectious and parasitic diseases,A70-A74,Other diseases caused by chlamydiae,A71.1,Active stage of trachoma
I,Certain infectious and parasitic diseases,A70-A74,Other diseases caused by chlamydiae,A71.9,"Trachoma, unspecified"
I,Certain infectious and parasitic diseases,A70-A74,Other diseases caused by chlamydiae,A74,Other diseases caused by chlamydiae
I,Certain infectious and parasitic diseases,A70-A74,Other diseases caused by chlamydiae,A74.0,Chlamydial conjunctivitis
I,Certain infectious and parasitic diseases,A70-A74,Other diseases caused by chlamydiae,A74.8,Other chlamydial diseases
I,Certain infectious and parasitic diseases,A70-A74,Other diseases caused by chlamydiae,A74.9,"Chlamydial infection, unspecified"
I,Certain infectious and parasitic diseases,A75-A79,Rickettsioses,A75,Typhus fever
I,Certain infectious and parasitic diseases,A75-A79,Rickettsioses,A75.0,Epidemic louse-borne typhus fever due to Rickettsia prowazekii
I,Certain infectious and parasitic diseases,A75-A79,Rickettsioses,A75.1,Recrudescent typhus [Brill disease]
I,Certain infectious and parasitic diseases,A75-A79,Rickettsioses,A75.2,Typhus fever due to Rickettsia typhi
